OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,MSZoning_RM,Utilities_None,Neighborhood_NridgHt,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_None,MasVnrType_Stone,ExterQual_Ex,ExterQual_Gd,ExterQual_TA,Foundation_CBlock,Foundation_PConc,BsmtQual_Ex,BsmtQual_Gd,BsmtQual_TA,BsmtFinType1_GLQ,HeatingQC_Ex,HeatingQC_TA,CentralAir_N,CentralAir_Y,Electrical_SBrkr,KitchenQual_Ex,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Gd,FireplaceQu_NA,GarageType_Attchd,GarageType_Detchd,GarageType_None,GarageFinish_Fin,GarageFinish_None,GarageFinish_Unf,GarageQual_None,GarageQual_TA,GarageCond_None,GarageCond_TA,SaleType_New,SaleCondition_Partial
5.0,12.217378273050029,6.030769325380154,17.3976716224793,566.6779580040568,5.249373724517719,7.383407074852612,1.0,2.0628639152811306,0.0,2.7403672376189725,2.0,484.0,46.20495543707251,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,4.19324215736466,2.847032848973757,30.45098191867959,447.798539138774,5.101283188307011,7.882538658712592,2.0,1.6889021481771878,0.9231399703306172,1.8856551663728982,2.0,440.0,0.0,8.69526052206493,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.347097738465853,0.9231399703306172,3.013779045202266,2.0,484.0,38.776072411542316,0.0,0.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,13.46415198667788,4.378721987187695,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.926907493332967,2.0,480.0,0.0,7.565236225439719,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
5.0,15.780247199372061,5.773544365547435,0.0,565.6287169625402,5.45639668261235,7.811628453143885,1.0,2.0628639152811306,0.9231399703306172,3.2351980253352495,1.0,286.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,17.499828210607184,6.498999015580898,17.979846400313974,658.2731149929356,5.492797254812829,7.88864034087134,1.0,2.213357917573122,1.750077544682001,3.34085506458831,1.0,364.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.46752773658018,1.750077544682001,3.090393518097615,2.0,504.0,67.05917008729412,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
6.0,15.107023714566953,6.918390877707231,22.2700817000651,705.6214377186596,5.427878978236854,7.751660382028591,1.0,2.0628639152811306,0.0,3.190497561900117,2.0,520.0,43.57916394277787,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8267823923127944,2.0,480.0,0.0,7.565236225439719,0.0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8.0,0.862970297600073,0.7671366423300326,14.722600352720118,860.8920700786534,5.504835792646516,7.9142263670980135,2.0,2.0628639152811306,0.9231399703306172,0.6706638519094889,2.0,627.0,40.17806551412989,13.591096928609115,0.0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,12.217378273050029,6.030769325380154,20.152807201218724,776.0407530697983,5.45214228426164,7.8026618234969565,2.0,2.0628639152811306,0.9231399703306172,2.9717862704030416,2.0,544.0,46.20495543707251,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5.0,17.079428495185795,1.2921844778739005,0.0,606.4045979140559,5.291417908338601,7.46905913391104,1.0,2.0628639152811306,0.0,3.316068433604593,1.0,260.0,74.20541492856721,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
6.0,13.46415198667788,4.378721987187695,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,1.6889021481771878,0.0,2.926907493332967,2.0,576.0,57.19930139371953,11.805682465313792,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.0,5.403048072759292,0.0,0.0,0.0,16.82743959006247,0.0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
6.0,21.051309414326767,7.815636338389134,0.0,172.27538306329825,5.133832783764735,7.151359827707118,1.0,1.6889021481771878,0.9231399703306172,5.403528962962278,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
5.0,17.499828210607184,7.593635039276647,0.0,477.26090482624187,5.141667947461634,7.7828582486965825,2.0,2.213357917573122,0.0,3.34085506458831,1.0,256.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
5.0,25.465407192145722,7.761148465502634,0.0,469.2447936067828,5.130954706258041,7.145640912851318,1.0,1.6889021481771878,0.0,5.4032885834280036,0.0,0.0,66.1215512101482,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
8.0,0.0,0.0,0.0,843.7921837932795,5.509363620756264,7.923864613763333,2.0,2.213357917573122,0.9231399703306172,0.0,3.0,648.0,63.952059869810434,0.0,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
8.0,3.2537194732418078,2.0471690397635434,29.323165930278375,842.7852005302576,5.492080053343252,7.8871178743454715,1.0,2.0628639152811306,0.9231399703306172,1.6465977202606035,2.0,588.0,45.06582595837585,19.040443862073648,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
7.0,3.736590948811928,2.6086769538164867,0.0,606.9254920173026,5.291949067867591,8.16485797108712,2.0,2.213357917573122,0.9231399703306172,1.7755114770992277,2.0,650.0,0.0,24.71945465414983,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,3.0720753348938366,2.0,538.0,57.921411556332956,16.906080211849787,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5.0,13.705651752443346,6.498999015580898,22.42884421139306,460.6786785506804,5.119283894517108,7.962365014768163,2.0,2.213357917573122,0.0,3.090393518097615,2.0,462.0,48.756355217540495,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
9.0,0.0,0.0,17.87570759090297,966.7564953200014,5.574002313516046,8.06236481180014,2.0,2.213357917573122,0.9231399703306172,0.0,3.0,478.0,46.68876116428568,18.333810875378735,0.0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.853268477849332,2.0,480.0,0.0,7.565236225439719,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
5.0,18.119630904360935,7.761148465502634,0.0,0.0,5.28714894243845,7.460332426203239,1.0,2.213357917573122,0.0,3.376272313386718,2.0,420.0,0.0,7.903298708204437,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,12.973598665773014,4.100832566989532,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8787378204365015,2.0,480.0,0.0,7.565236225439719,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,15.107023714566953,6.918390877707231,25.619078568786033,447.798539138774,5.288753922898768,8.109365537267768,1.0,2.213357917573122,0.9231399703306172,3.190497561900117,2.0,442.0,0.0,17.895785345289806,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,1.0,1.444987348618761,0.0,5.403048072759292,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0
7.0,0.862970297600073,0.7671366423300326,0.0,478.32866650964615,5.149389011834053,7.994097640024011,2.0,2.213357917573122,0.0,0.6706638519094889,2.0,562.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
4.0,20.29415768273774,7.815636338389134,0.0,447.26104451107665,5.100519799927787,7.881008297631048,1.0,2.213357917573122,0.9231399703306172,3.4910666236530035,1.0,296.0,33.64776147882171,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7.0,6.569068661765286,3.951880285388268,0.0,513.9606710291275,5.206778647901665,8.029061223057747,2.0,2.213357917573122,0.9231399703306172,2.3322513193931917,2.0,512.0,0.0,17.597435558134887,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,12.973598665773014,4.100832566989532,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8787378204365015,1.0,216.0,20.221025305378053,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,12.973598665773014,4.100832566989532,0.0,1135.5874572665725,5.669808733592586,8.27082165123709,2.0,2.213357917573122,0.9231399703306172,2.3322513193931917,3.0,839.0,53.064388158558195,10.617453741144883,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,13.944753037051802,6.571946749809893,26.59880121052937,321.63435974047707,4.887845821676732,7.507544802492686,1.0,2.0628639152811306,0.0,3.108204144218806,1.0,264.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
5.0,16.219982696805744,1.2921844778739005,10.447838157390454,604.8416384678633,5.289821158946795,7.465794228557021,1.0,1.8906096468454086,0.0,3.263329853554075,1.0,312.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
7.0,21.79268888756269,3.0650187646725175,0.0,458.5345934150857,5.169220601796599,7.874866935243426,1.0,2.0628639152811306,0.9231399703306172,3.5627652015742037,1.0,270.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,18.927274092762655,7.869481276440642,0.0,530.8883437205154,5.2086502550747324,7.840505989479048,1.0,2.0628639152811306,0.9231399703306172,3.420541549979041,1.0,330.0,46.20495543707251,0.0,0.0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
5.0,15.333319680310401,3.453862457778375,0.0,826.6564561657817,5.480463727852955,7.8624875045586675,1.0,2.213357917573122,0.0,3.1424057155309244,2.0,480.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
7.0,11.959415513391717,5.9469495130910275,21.201819338383977,467.6398834845776,5.335214804452341,8.168466745566487,2.0,2.213357917573122,0.9231399703306172,2.9497311008268894,2.0,550.0,0.0,17.062233031402133,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,13.220165584394504,4.242871632851591,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.9032625522978357,2.0,480.0,0.0,13.88225623407766,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,14.416087007702686,6.71403328292008,20.465642811424186,779.0871058647404,5.444708550912842,7.787011523305232,1.0,1.8906096468454086,1.750077544682001,3.1424057155309244,2.0,576.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
4.0,13.220165584394504,6.349008990072773,0.0,648.9688432780031,5.35391377224871,7.597599851755925,2.0,2.0628639152811306,0.0,3.013779045202266,2.0,588.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,2.0,2.0628639152811306,0.9231399703306172,2.8267823923127944,2.0,480.0,46.20495543707251,26.341315619408142,0.0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1
8.0,3.736590948811928,2.6086769538164867,8.95733912743491,786.1904940930037,5.468573504060542,8.16906714207923,2.0,2.213357917573122,0.9231399703306172,1.7755114770992277,2.0,504.0,45.555810390325036,17.895785345289806,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,14.648471477231295,5.683738488221649,15.048199660342306,588.1438780327126,5.4726924352277235,8.40951372024973,2.0,2.213357917573122,0.9231399703306172,3.1588434561306498,2.0,596.0,0.0,26.24311676605114,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6.0,6.922269073829155,3.453862457778375,22.2301702785072,787.2047220080808,5.546766086025503,8.00379883598966,2.0,2.213357917573122,0.9231399703306172,2.3856731552624146,2.0,575.0,51.2409445703861,10.104128987351192,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5.0,16.437278899661038,4.754817356075278,0.0,674.7807363286055,5.462141094406712,7.823746809255761,1.0,2.0628639152811306,0.9231399703306172,1.8856551663728982,2.0,576.0,62.852949661028156,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
4.0,23.055426990981175,7.650167942304172,0.0,417.59350994587857,5.353442704706948,7.5966254257583445,1.0,1.8906096468454086,0.9231399703306172,3.6191811738923887,1.0,252.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
6.0,2.7382986999434786,2.0471690397635434,0.0,438.11336757421367,5.087372282438403,7.854683891548916,2.0,2.213357917573122,0.0,1.491650558898005,2.0,540.0,29.72864205050845,9.13957925376053,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
6.0,23.055426990981175,7.815636338389134,0.0,402.4071019667417,5.054266923843386,7.767784072685119,2.0,2.0628639152811306,0.0,3.579433025766113,1.0,300.0,38.599011847246295,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,11.433875376478719,5.773544365547435,0.0,685.0768163667817,5.366471993897368,7.623608425324619,1.0,2.0628639152811306,0.9231399703306172,2.9032625522978357,2.0,546.0,47.1700097874148,10.104128987351192,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,16.437278899661038,1.7036778807701987,14.58993972779926,822.1144164741435,5.595758183044071,8.109365537267768,2.0,2.213357917573122,1.750077544682001,3.2769369938445747,2.0,416.0,0.0,14.900552794541657,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.0,14.878761766293524,6.85137984504914,0.0,647.9341889141049,5.332276812305208,7.5529299832557,1.0,1.8906096468454086,0.9231399703306172,3.1748675849326764,1.0,384.0,78.694491357123,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,11.959415513391717,5.9469495130910275,0.0,500.6958986387083,5.171898515776663,7.826957448177269,2.0,2.213357917573122,0.9231399703306172,2.9497311008268894,2.0,440.0,12.29532054660461,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
6.0,26.78280374744854,7.650167942304172,0.0,626.6857281595138,5.311740023151311,8.067607513853021,2.0,2.347097738465853,0.0,3.634368307669278,3.0,779.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5.0,23.232456355560696,1.7036778807701987,0.0,454.243315176944,5.128060945105709,7.139893797870099,1.0,1.8906096468454086,0.0,3.626823114267363,1.0,240.0,64.49796271920664,0.0,0.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6.0,13.220165584394504,4.242871632851591,0.0,1104.7835599065786,5.652704143595652,8.233322670290216,2.0,2.213357917573122,0.9231399703306172,0.6706638519094889,3.0,834.0,65.31236753306342,14.446749405919675,0.0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1
5.0,15.557708795862812,7.049295083729242,10.737519735093628,570.8729233277885,5.253962708269466,7.392723848158604,1.0,1.8906096468454086,0.0,3.190497561900117,2.0,572.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,11.69829535947167,5.861243008251242,0.0,536.6943088697011,5.215456285099974,7.314786401997536,2.0,1.8906096468454086,0.9231399703306172,2.926907493332967,1.0,264.0,25.529169066974976,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5.0,21.79268888756269,3.266376180638625,0.0,467.6398834845776,5.167203216835784,7.88864034087134,1.0,2.0628639152811306,0.0,3.1424057155309244,1.0,281.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,6.205900773289518,3.6295740785130737,0.0,727.6383262741194,5.403255189002798,7.700136820236134,1.0,2.0628639152811306,0.9231399703306172,2.274474642383349,2.0,431.0,63.26627221219308,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
9.0,3.2537194732418078,2.344670531893013,20.421313689032775,896.9891117704532,5.543214013913913,7.996183176409936,2.0,2.213357917573122,0.9231399703306172,1.6465977202606035,3.0,702.0,56.18036867906431,10.491404952248457,0.0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
7.0,6.205900773289518,3.7951459845369215,7.6999550531132765,678.3861957477619,5.360463769161221,8.109365537267768,2.0,2.213357917573122,0.0,2.274474642383349,2.0,486.0,0.0,14.35423354273418,0.0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
7.0,9.768454431513646,5.198219209545686,0.0,675.8110699503497,5.358134060209639,8.258081840870933,2.0,2.0628639152811306,0.9231399703306172,2.7403672376189725,2.0,577.0,50.47128335583139,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
7.0,0.0,0.0,0.0,510.7803783796739,5.184436237907327,8.059076296561487,3.0,2.213357917573122,0.0,0.0,2.0,578.0,38.06532679569483,16.428380481202698,0.0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
7.0,2.1808007668476153,1.7036778807701987,0.0,336.0601712999709,4.916502635876027,7.518014864777047,2.0,1.6889021481771878,0.0,1.2982951939764904,2.0,480.0,0.0,12.249173277923015,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
8.0,0.0,0.0,0.0,792.7805711102492,5.455239933208479,7.809189764157443,2.0,2.213357917573122,0.9231399703306172,0.0,2.0,567.0,37.347759532787265,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
6.0,1.5655621688339745,0.7671366423300326,22.15007870426396,763.8429378928334,5.432744615094659,7.761869410635733,2.0,2.0628639152811306,0.9231399703306172,1.042847167577259,2.0,460.0,46.20495543707251,8.067447112119918,0.0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,2.7382986999434786,2.0471690397635434,17.069922836727002,496.9753005508874,5.167203216835784,7.217884491178482,1.0,1.444987348618761,0.9231399703306172,1.491650558898005,2.0,420.0,38.95272203670256,0.0,0.0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
6.0,12.72435108443772,3.951880285388268,0.0,572.7072199990256,5.307635903176832,7.8452509138268,3.0,2.5771212840071485,1.750077544682001,2.3322513193931917,3.0,832.0,73.18870731975653,11.107710594736925,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
7.0,7.930544034980071,4.378721987187695,23.577463328649053,686.1055428748928,5.3800742208407515,8.475790998487252,2.0,2.46752773658018,1.750077544682001,2.5251609687818592,2.0,628.0,65.04148585955343,7.903298708204437,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
5.0,23.232456355560696,6.498999015580898,0.0,615.2535588921888,5.300374444244876,7.487390433366777,1.0,1.6889021481771878,0.0,3.090393518097615,1.0,326.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
5.0,21.051309414326767,7.815636338389134,0.0,538.8039603409503,5.297230954335815,7.903006692742734,1.0,1.8906096468454086,0.0,2.3856731552624146,2.0,576.0,32.10925996333494,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6.0,8.566496379651987,4.754817356075278,12.069567496613452,635.5049449960682,5.332767641852933,7.5539413367193475,2.0,1.8906096468454086,0.9231399703306172,2.604666230084844,2.0,551.0,34.59143741124698,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
6.0,12.472315816960325,3.7951459845369215,0.0,572.7072199990256,5.307635903176832,7.8452509138268,1.0,1.6889021481771878,0.0,3.626823114267363,1.0,205.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
5.0,17.290372158504,7.536378575282165,0.0,566.6779580040568,5.338136143908254,7.565009093522272,1.0,2.0628639152811306,0.0,3.3285852011269377,1.0,308.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
