OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,ExterQual_TA,FullBath,TotalBsmtSF,YearRemodAdd,KitchenQual_TA,ExterQual_Gd,Foundation_PConc,1stFlrSF,TotRmsAbvGrd,BsmtQual_TA,HeatingQC_Ex,BsmtFinType1_GLQ,GarageFinish_Unf,OpenPorchSF,FireplaceQu_NA,KitchenQual_Gd,BsmtQual_Ex,Fireplaces,MasVnrArea,GarageType_Attchd,GarageType_Detchd,MasVnrType_None,BsmtQual_Gd,KitchenQual_Ex,GarageFinish_Fin,Exterior1st_VinylSd,Exterior2nd_VinylSd,HeatingQC_TA,Foundation_CBlock,GarageCond_TA,Neighborhood_NridgHt,CentralAir_N,CentralAir_Y,MasVnrType_Stone,MSZoning_RM,WoodDeckSF,LotFrontage,HalfBath,2ndFlrSF,GarageYrBlt,BsmtFinSF1,FireplaceQu_Gd,SaleType_New,GarageQual_TA,HouseStyle_2Story,LotArea,SaleCondition_Partial
6,6.916244011711428,2.0,1987,551.0,1,2,647.1114165898852,1987,0,0,0,5.2531775642724545,1.8606870883213031,0,0,1,1,0.0,0,1,0,0.909676106356333,12.782377136995136,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,35.08055078023946,25.712409838545373,0.0,0.0,1987.0,196.71749684691156,0,0,1,0,66.84948180725145,0
5,6.925535130596317,1.0,1952,308.0,1,1,576.8071135887673,1952,1,0,1,5.2583696466253205,2.0273854736078607,0,0,0,1,0.0,1,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,26.813705659934467,0.0,0.0,1952.0,64.12253288094014,0,0,1,0,51.28864400467046,0
5,6.684100830128018,1.0,1965,336.0,1,1,530.5457091307705,2009,1,0,0,5.1221023882099965,1.8606870883213031,1,1,1,1,19.88493657911877,0,0,0,0.909676106356333,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,78.90242180716147,29.684014605581073,0.0,0.0,1973.0,129.89161844448972,1,0,1,0,56.424645598561504,0
7,7.110740294332561,2.0,2004,530.0,0,2,793.3361905167249,2004,0,1,1,5.36100959681414,1.8606870883213031,0,1,1,0,20.857927633736015,1,1,0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,40.778458059152136,27.540032830289718,0.0,0.0,2004.0,9.29325325311542,0,0,1,0,44.5158851794351,0
8,7.359143602244788,3.0,2002,765.0,0,2,1003.0466295495798,2002,0,1,1,5.496142026448692,2.1726584790821972,0,1,1,0,14.426332271819302,0,1,1,0.909676106356333,36.71110164025812,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,59.05081390565392,36.51055712991193,0.0,0.0,2002.0,237.87379036522927,1,0,1,0,67.70397018958744,0
7,6.938891135492147,2.0,1969,528.0,1,1,674.5949488511382,1969,1,0,0,5.265826049393535,2.0273854736078607,1,0,0,1,0.0,1,0,0,0.0,19.52882626588496,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,34.8447810963252,1.1280955051328556,0.0,1969.0,0.0,0,0,1,0,58.97234705143692,0
8,7.704110936210055,3.0,2006,666.0,0,2,711.4177423412941,2006,0,0,1,5.310041780311855,2.5224105251530617,0,1,0,0,16.449235771111546,0,0,1,0.909676106356333,31.863758553656545,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,66.74076947082936,35.514072858398606,1.1280955051328556,2028.95927483551,2006.0,0.0,1,1,1,1,64.48429922999296,1
5,7.365543192514578,2.0,1900,672.0,1,2,231.72714819096302,1996,0,0,0,5.2006840999679715,2.3014743180824713,0,0,0,1,0.0,0,1,0,0.909676106356333,0.0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,69.47554110031265,33.49371205554868,0.0,1163.3002575268126,1999.0,0.0,0,0,1,1,54.46205574889161,0
7,7.173134146007419,2.0,2004,606.0,0,2,835.7834729910882,2005,0,1,1,5.395223089873285,2.1726584790821972,0,1,1,0,9.319918915192504,1,1,0,0.0,15.766796787712224,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0.0,31.43381684215575,0.0,0.0,2004.0,156.04857172351365,0,0,1,0,56.30872987214163,0
8,7.063136370396062,2.0,2006,550.0,0,2,758.4856001983737,2006,0,1,1,5.334782883987135,2.0273854736078607,0,1,1,0,9.758150973632203,0,1,0,0.909676106356333,19.978188888127686,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,46.9306141589486,23.463629356621645,0.0,0.0,2006.0,179.40403877982172,1,0,1,0,50.783066295723145,0
7,7.154771851788595,2.0,2007,400.0,0,2,440.06323580250086,2007,0,1,1,5.007951662611851,2.3014743180824713,0,1,0,0,7.519190038083509,0,1,0,0.909676106356333,0.0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,30.125251289307624,29.684014605581073,1.1280955051328556,1080.546635198189,2007.0,0.0,1,1,1,1,57.71025040880844,1
5,6.694845258371562,1.0,1966,408.0,1,1,520.8132462551551,1966,1,0,1,5.128226609119735,2.0273854736078607,1,0,0,1,0.0,1,0,0,0.0,9.525160360610174,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,32.12508606620915,0.0,0.0,1966.0,0.0,0,0,1,0,53.27774665551641,0
3,6.486944165811038,0.0,1935,0.0,0,1,178.28230331483044,2003,1,1,0,5.008721238099377,1.8606870883213031,1,0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0.0,26.44821536875069,0.0,0.0,0.0,0.0,0,0,0,0,43.9541847535372,0
4,6.95042728811707,1.0,1900,384.0,1,1,511.6048477309305,1950,1,0,0,5.100066149181879,2.1726584790821972,1,0,0,0,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,23.1099909657118,30.036537346547124,0.0,447.1599964804793,1964.0,0.0,0,0,1,0,57.024636223240826,0
8,6.99053279796722,2.0,1988,472.0,0,2,708.269063691218,1989,0,1,1,5.2945765585891795,1.8606870883213031,0,0,1,0,18.092968817410657,0,1,0,0.909676106356333,0.0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,42.878151740435506,20.354871093202142,0.0,0.0,1988.0,164.70236317462738,1,0,1,0,45.8949134864886,0
6,7.169880821385878,2.0,1976,475.0,0,2,438.41193344585366,2005,0,1,0,5.005636029164527,2.0273854736078607,1,1,1,0,10.583837561232375,1,1,0,0.0,25.39265021106129,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,32.12508606620915,1.1280955051328556,1121.8734830357785,1976.0,126.46130973068817,0,0,1,1,66.35677687529302,0
6,7.081890740212767,2.0,1974,478.0,1,2,621.6386216892419,1974,1,0,0,5.345128105195584,2.1726584790821972,0,0,0,0,0.0,0,0,0,0.909676106356333,19.866930369055556,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0.0,34.17137102823104,0.0,0.0,1974.0,0.0,0,0,1,0,60.09821883154153,0
5,6.95042728811707,2.0,1973,439.0,1,1,680.9213489302391,2000,0,0,0,5.272259607971886,1.8606870883213031,0,0,0,1,0.0,0,1,0,0.909676106356333,0.0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,52.07494021211314,34.8447810963252,1.1280955051328556,0.0,1973.0,211.62619914335568,0,0,1,0,59.81026732411545,0
7,7.643235226196893,3.0,1993,983.0,0,2,751.7052751752013,1994,0,1,1,5.335184845345236,2.4172435844997704,0,1,1,0,20.58473787683714,0,1,0,0.909676106356333,37.27824370287386,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,56.07202900333048,40.09341629921021,1.1280955051328556,1668.8845882778621,1993.0,224.06890045451857,0,0,1,1,60.91049559693237,0
5,6.763894353749139,1.0,1969,300.0,1,1,571.9835814409666,1969,1,0,0,5.167450006821604,1.8606870883213031,0,0,0,1,0.0,0,0,0,0.909676106356333,0.0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0.0,31.08637240142063,1.1280955051328556,0.0,1969.0,124.73270497196171,0,0,1,0,59.64450721336127,0
8,7.327595537180502,2.0,1985,564.0,0,2,973.5953086702392,1985,0,1,1,5.479138822500976,1.8606870883213031,0,0,1,0,8.21517751593399,0,1,0,0.909676106356333,0.0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,32.94607121148123,27.900934451158626,0.0,0.0,1985.0,220.60128173863487,0,0,1,0,51.68355782687965,0
6,6.6330700872329,2.0,2004,420.0,0,1,505.63769786525,2004,0,1,1,5.092938459741446,1.4273203984864729,0,1,1,0,0.0,1,1,0,0.0,19.585637413119265,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,41.48426783487645,31.43381684215575,0.0,0.0,2004.0,148.01790858631261,0,0,1,0,45.03581058085764,0
4,6.651128439073661,2.0,1970,463.0,1,1,514.3148980136956,1970,1,0,0,5.103273298740192,1.8606870883213031,1,1,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,31.43381684215575,0.0,0.0,1994.0,59.81890138018611,0,0,1,0,55.65089375781013,0
4,7.163996905189068,1.0,1954,548.0,1,2,555.8756693525291,1972,1,0,1,5.181885170759845,2.1726584790821972,1,1,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,27.900934451158626,0.0,681.344011639863,1958.0,0.0,0,0,1,0,55.774201709694296,0
9,7.302950605768507,3.0,2007,768.0,0,2,951.1937707211607,2008,0,0,1,5.465824109654757,2.3014743180824713,0,1,1,0,12.978242040026617,0,0,1,0.909676106356333,27.44214348491057,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,67.1545815838694,36.84078911409634,0.0,0.0,2007.0,232.44449757994533,1,0,1,0,65.964581781544,0
4,6.651128439073661,2.0,1970,660.0,1,1,514.3148980136956,1970,0,0,0,5.103273298740192,1.8606870883213031,1,0,0,1,0.0,1,1,0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,29.295184052756806,27.900934451158626,0.0,0.0,1989.0,97.92100811359991,0,0,1,0,52.75049796895344,0
7,6.99367007180519,2.0,2007,632.0,0,2,710.3683371204419,2007,0,1,1,5.296319085026206,2.0273854736078607,0,1,1,0,0.0,1,1,0,0.0,13.659450593824731,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,36.40564432902902,29.330162465824372,0.0,0.0,2007.0,157.95215863151643,0,0,1,0,53.66794391974612,0
5,7.346214856741122,3.0,1958,888.0,1,2,892.9047857545706,1958,1,0,0,5.489179487606973,2.4172435844997704,1,0,0,1,7.69842274325545,1,0,0,0.0,14.715487988943329,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0.0,36.51055712991193,0.0,0.0,1968.0,0.0,0,0,1,0,62.71868247573466,0
4,6.9746909002941715,2.0,1925,539.0,1,1,468.59030458108043,1950,1,0,0,5.092938459741446,1.8606870883213031,1,0,0,1,7.336109793111248,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0.0,24.969925833376298,0.0,0.0,1962.0,50.58658168095901,0,0,1,0,50.783066295723145,0
8,7.2552602644350745,2.0,1995,608.0,0,2,898.545313081975,1996,0,1,1,5.439978823262428,1.8606870883213031,0,1,1,0,20.446739184778625,0,1,0,0.909676106356333,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,54.092174423238184,19.95613151872727,0.0,0.0,1995.0,225.03611649031282,0,0,1,0,48.25014875599111,0
7,6.923852503308004,2.0,2003,438.0,0,2,516.4819161621907,2003,0,1,1,5.257429663381926,2.0273854736078607,0,1,1,0,7.148933721183594,0,1,1,0.909676106356333,31.078397654744744,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,41.48426783487645,32.46895221759919,0.0,0.0,2003.0,167.65111595374285,1,0,1,0,58.951101377231566,0
7,7.475404870824704,2.0,1998,541.0,0,2,668.7905612104119,1999,0,1,1,5.260711841034026,2.3014743180824713,0,1,0,0,15.004906128461243,0,1,0,0.909676106356333,21.36493388407459,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,46.9306141589486,33.15324634271306,1.1280955051328556,1320.2941718559498,1998.0,73.27108553837813,0,0,1,1,62.58462801952372,0
5,6.922166924991937,1.0,1961,264.0,1,1,514.3148980136956,1983,1,0,0,5.256487895882051,2.0273854736078607,1,1,0,0,0.0,0,0,0,0.909676106356333,0.0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,42.358148614391105,34.8447810963252,0.0,0.0,1961.0,136.8175802033394,0,0,1,0,59.81026732411545,0
5,6.740745299148979,1.0,1968,300.0,1,1,559.6382869864133,1968,1,0,1,5.154325954593081,2.0273854736078607,1,0,0,1,0.0,1,0,0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,39.16745067428421,32.12508606620915,0.0,0.0,1968.0,0.0,0,0,1,0,57.621523709037824,0
3,6.830175250424811,2.0,1950,400.0,1,2,0.0,1950,1,0,0,5.20488374951275,2.0273854736078607,0,0,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,27.900934451158626,0.0,0.0,1949.0,0.0,0,0,1,0,56.641327061264626,0
8,7.35967853568281,3.0,2005,800.0,0,2,530.0054852075281,2005,0,1,1,5.126397101515714,2.3014743180824713,0,1,0,0,17.776481819033936,0,1,0,0.909676106356333,0.0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0.0,32.12508606620915,1.1280955051328556,1355.7118843100786,2005.0,0.0,1,0,1,1,60.752531356505465,0
7,7.319822440638016,2.0,2004,572.0,0,2,514.3148980136956,2004,0,1,1,5.103273298740192,2.1726584790821972,0,1,0,0,12.075273386939752,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,46.10127139388332,29.684014605581073,1.1280955051328556,1297.7878717186684,2004.0,0.0,0,0,1,1,58.356590714733,0
6,6.7033552458397345,1.0,1961,288.0,1,1,540.260452300702,1996,0,0,0,5.133073230968317,1.8606870883213031,1,0,1,1,0.0,1,1,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,42.878151740435506,29.684014605581073,0.0,0.0,1962.0,174.70911582498522,0,0,1,0,52.239744138270474,0
7,7.081176150144986,2.0,2000,539.0,1,2,771.5078084223887,2001,1,0,1,5.344734229842302,2.0273854736078607,0,1,0,1,11.957783613945317,1,0,0,0.0,15.694276114781497,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,34.11858709833905,29.684014605581073,0.0,0.0,2000.0,0.0,0,0,1,0,56.424645598561504,0
5,7.160054161439983,2.0,1963,480.0,1,2,323.93333017719544,1999,1,0,0,5.3880658580895915,2.0273854736078607,0,1,0,0,0.0,0,0,0,0.909676106356333,0.0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,63.66505013067196,31.43381684215575,0.0,0.0,1997.0,110.73119406831516,0,0,1,0,65.27448974456412,0
8,7.0725593351620395,2.0,1993,462.0,0,2,765.2599004362366,1993,0,1,1,5.339982824106816,1.8606870883213031,0,0,1,0,0.0,0,1,0,0.909676106356333,0.0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,29.295184052756806,20.751201791116124,0.0,0.0,1993.0,159.37406422707608,0,0,1,0,48.2689156781566,0
7,7.576520612914977,2.0,2000,554.0,0,2,561.7872242679124,2000,0,1,1,5.172493824162956,2.3014743180824713,0,1,1,0,11.839174814751606,0,1,0,0.909676106356333,0.0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,52.07494021211314,28.974955343496365,1.1280955051328556,1969.4587816564492,2000.0,83.22000970791514,0,0,1,1,57.21218023665941,0
7,7.315352222971093,2.0,1996,527.0,0,2,962.4010263581282,1996,0,1,1,5.472527745005223,2.1726584790821972,0,1,1,0,12.075273386939752,0,1,0,0.909676106356333,27.365133723029064,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,54.55228256268072,27.540032830289718,0.0,0.0,1996.0,187.76765597304112,0,0,1,0,61.012050962038096,0
4,7.201928247239745,1.0,1945,240.0,1,2,0.0,1950,1,0,0,5.2293665551860515,2.4172435844997704,0,0,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,28.45331553476507,24.220447103122172,0.0,632.1726012915207,1945.0,0.0,0,0,1,0,56.32034224763275,0
4,6.918786873846944,0.0,1910,0.0,1,1,355.55532888343475,2004,1,0,0,5.055022810046837,2.1726584790821972,1,0,0,0,20.99315473429864,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,26.08112865231948,0.0,490.7502032294475,0.0,0.0,0,0,0,0,57.223440069126234,0
7,7.060218297639721,2.0,2003,400.0,0,2,402.47692571452046,2003,0,1,1,4.95273923470195,2.0273854736078607,0,1,0,0,11.102160684675345,1,1,0,0.0,0.0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0.0,28.974955343496365,1.1280955051328556,972.9582554393586,2003.0,0.0,0,0,1,1,54.7578316558004,0
6,7.179607900744288,2.0,1997,576.0,1,2,838.8808312155736,1997,0,0,1,5.39876249534343,2.0273854736078607,0,1,1,0,8.046222087618641,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,42.878151740435506,34.508598840861175,0.0,0.0,1997.0,227.79079728084477,0,0,1,0,58.18922573510462,0
8,7.50664615574589,3.0,2005,878.0,0,2,603.5326117937338,2005,0,1,1,5.2038371360527895,2.3014743180824713,0,0,0,0,11.598473463501287,0,0,0,0.909676106356333,20.088747153393776,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,46.9306141589486,34.8447810963252,1.1280955051328556,1615.0411361696372,2005.0,0.0,1,0,1,1,60.302268844045294,0
6,6.817091325691977,2.0,1969,440.0,1,1,601.3989680491907,2005,0,0,0,5.197511083009065,1.8606870883213031,1,0,1,0,11.102160684675345,1,1,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,43.39500521190203,28.26036926623412,0.0,0.0,1969.0,109.8226025878431,0,0,1,0,55.19578662342039,0
8,7.341866249635396,2.0,2007,578.0,0,2,515.3985203183798,2007,0,1,1,5.1045505173328065,2.1726584790821972,0,1,1,0,16.875279502623137,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,38.623052601509535,30.737692722831856,1.1280955051328556,1358.9347066679475,2007.0,11.048830510429877,0,0,1,1,61.3600168036132,0
6,7.107268112540118,2.0,1978,440.0,1,2,409.13430921985235,1978,1,0,0,4.962919326544691,2.0273854736078607,1,0,0,0,0.0,0,0,0,0.909676106356333,26.97622298066906,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,68.2518003680195,32.12508606620915,1.1280955051328556,1058.3362581393797,1978.0,109.64053828207187,0,0,1,1,62.98326181047656,0
7,7.1841136888567885,2.0,1999,440.0,1,2,448.85985174767353,1999,1,0,1,5.02981583337924,2.0273854736078607,0,0,0,1,0.0,1,0,0,0.0,28.198749519981703,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,13.621284227415174,1.1280955051328556,1105.9665399883197,1999.0,129.208367663302,0,0,1,1,35.6172606165022,0
8,7.687163521814112,3.0,1995,752.0,0,2,755.3569719723565,1995,0,1,1,5.336388754191977,2.4172435844997704,0,1,0,0,16.275689129349335,0,1,0,0.909676106356333,33.33887367558855,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,51.761097334623685,29.684014605581073,1.1280955051328556,1849.169071229554,1995.0,24.138770967021646,0,0,1,1,64.15962912221862,0
6,6.651128439073661,1.0,1959,300.0,1,1,514.3148980136956,1959,1,0,0,5.103273298740192,1.8606870883213031,1,1,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,31.43381684215575,0.0,0.0,2008.0,139.8157374969554,0,0,0,0,57.89131779100169,0
5,7.046235073969649,2.0,1924,440.0,1,1,664.5660413344845,1950,0,0,1,5.3254456067705895,1.8606870883213031,1,0,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0.0,27.900934451158626,0.0,0.0,1965.0,103.56515544092194,0,0,1,0,52.62105711306555,0
7,7.213208280879135,2.0,2009,614.0,1,2,455.44606894528016,2009,0,0,1,5.03495716107478,2.1726584790821972,0,1,1,1,10.715638454157347,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,43.05078249924335,32.12508606620915,1.1280955051328556,1168.0865575754328,2009.0,12.712638759312473,0,0,1,1,56.86097373822648,0
8,7.6219161805688955,3.0,1999,856.0,0,2,720.855493258421,1999,0,1,1,5.311730526968451,2.3014743180824713,0,1,1,0,18.709691308279236,0,1,0,0.909676106356333,37.86154916136863,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0.0,35.514072858398606,1.1280955051328556,1675.4188785549652,1999.0,222.68435765525663,1,0,1,1,58.60913002167633,0
9,7.187319207649962,2.0,2008,592.0,0,2,848.681651716474,2008,0,1,1,5.402975948502233,2.0273854736078607,0,1,0,0,21.915756259854703,0,0,0,0.909676106356333,25.18120855116492,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0.0,33.15324634271306,0.0,0.0,2008.0,0.0,1,1,1,0,68.11701107707323,1
7,7.311985834358554,2.0,1988,496.0,1,2,576.8071135887673,1988,1,0,0,5.172493824162956,2.1726584790821972,0,0,1,1,13.194619335909854,0,0,0,0.909676106356333,9.648224907601751,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,52.699777384604594,34.8447810963252,1.1280955051328556,1090.074561156587,1988.0,101.50965173039998,0,0,1,1,60.66822428333944,0
5,6.644396200091556,2.0,1982,576.0,1,1,511.06266660943254,1982,1,0,0,5.099422285952617,1.8606870883213031,0,0,1,1,0.0,1,0,0,0.0,0.0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,34.11858709833905,32.12508606620915,0.0,0.0,1983.0,151.7323329167763,0,0,1,0,53.50944787271233,0
4,6.984227348793594,2.0,1951,396.0,1,1,499.1200824093152,1951,1,0,0,5.291072926617539,2.0273854736078607,0,0,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,30.38775541544896,0.0,0.0,1951.0,175.31762607521867,0,0,1,0,57.396301862388206,0
6,6.8991174677232445,2.0,1976,672.0,1,1,602.9992712837616,1976,1,0,0,5.243596050741289,2.0273854736078607,1,0,0,1,0.0,0,0,0,0.909676106356333,0.0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,38.623052601509535,39.449826998301596,0.0,0.0,1976.0,106.7114819010383,0,0,1,0,54.92651317985745,0
5,6.7033552458397345,1.0,1958,275.0,1,1,540.260452300702,1958,1,0,0,5.133073230968317,1.8606870883213031,1,1,0,0,0.0,1,0,0,0.0,0.8108309762092387,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,31.43381684215575,0.0,0.0,1958.0,112.90024995133513,0,0,1,0,60.11868444068955,0
6,6.971490933860049,2.0,1998,412.0,1,2,695.660343389494,1998,1,0,1,5.283990149755871,1.8606870883213031,0,1,1,0,26.18938764485569,1,0,1,0.0,26.660312557272505,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,17.09056881562083,0.0,0.0,1998.0,179.8558614487936,0,0,1,0,45.29858782851887,0
7,7.25406694810122,3.0,2005,865.0,0,2,908.2797632693217,2006,0,1,1,5.439330762024723,2.1726584790821972,0,1,1,0,12.421321293057245,1,1,0,0.0,23.22360507738263,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,38.623052601509535,36.84078911409634,0.0,0.0,2005.0,11.048830510429877,0,1,1,0,62.21545878162234,1
5,6.684100830128018,2.0,1974,440.0,1,1,514.3148980136956,1974,1,0,0,5.1221023882099965,1.8606870883213031,1,0,0,1,0.0,0,0,0,0.909676106356333,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,54.70521566787875,41.37081286755163,0.0,0.0,1974.0,163.9229962319104,0,0,1,0,66.07369725078652,0
5,7.470176950961422,2.0,1977,630.0,1,2,0.0,1977,1,0,0,5.555620201140746,2.5224105251530617,0,0,0,1,0.0,0,0,0,1.7079350940324136,26.660312557272505,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,27.900934451158626,0.0,0.0,1977.0,0.0,0,0,1,0,56.30872987214163,0
6,6.796164297369746,2.0,1977,504.0,1,1,574.1278708796517,1977,1,0,0,5.185701740956625,1.6649086512703615,0,0,1,1,0.0,1,0,0,0.0,14.319385276512577,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0.0,34.17137102823104,0.0,0.0,1977.0,195.98988508245185,0,0,1,0,60.88655231915411,0
7,7.009974754651142,2.0,1995,402.0,1,2,712.991561571792,1996,1,0,1,5.305367613954625,2.0273854736078607,0,0,0,0,6.957385873920329,0,0,0,0.909676106356333,9.145820043129916,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,51.44628968400725,28.974955343496365,0.0,0.0,1995.0,0.0,0,0,1,0,55.06268122500115,0
6,7.2474770464210065,2.0,1992,484.0,0,2,458.1875267631124,1992,0,1,1,5.067519406135768,2.1726584790821972,0,1,0,0,18.403949464590728,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.0,29.684014605581073,1.1280955051328556,1184.0501413385718,1992.0,100.19326448087779,0,0,1,1,53.254469287192386,0
7,7.1374008025589,2.0,2001,605.0,0,2,804.7461952191032,2002,0,1,1,5.375651187553148,2.0273854736078607,0,1,0,0,9.016898754120316,1,1,0,0.0,0.0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.0,30.38775541544896,0.0,0.0,2001.0,0.0,0,0,1,0,70.74045731083127,0
5,6.893050347707121,2.0,1978,602.0,1,1,639.1620641909792,1978,0,0,1,5.2401984071935965,1.6649086512703615,0,1,1,0,8.54404799388593,0,1,0,0.909676106356333,15.400411653894965,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,63.8064790785871,32.12508606620915,0.0,0.0,1978.0,213.46099919642796,0,0,1,0,57.89351915850487,0
6,7.076159075426764,2.0,1967,457.0,1,2,783.4689473029683,1967,1,0,0,5.34196818651581,2.1726584790821972,1,0,0,1,0.0,0,0,0,0.909676106356333,0.0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,34.8447810963252,0.0,0.0,1967.0,73.05846896634809,1,0,1,0,59.373222960296204,0
7,7.500201769177419,2.0,2004,618.0,0,2,563.9353444800726,2004,0,1,1,5.158929707910361,2.3014743180824713,0,1,1,0,10.715638454157347,1,1,0,0.0,0.0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.0,33.49371205554868,1.1280955051328556,1726.1158014234345,2004.0,147.04303193802426,0,0,1,1,60.10231303663754,0
4,6.691634508311043,1.0,1954,281.0,1,1,534.3257490947635,2000,1,0,0,5.126397101515714,1.6649086512703615,1,1,0,1,0.0,1,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,24.220447103122172,0.0,0.0,1954.0,0.0,0,0,0,0,50.09350272715474,0
